itemid,name,item_type,stack_size,flags,ah_category,base_sell,gm_only,no_auction,scroll,can_equip,no_sale,exclusive,rare,is_equipment,is_weapon,is_usable,is_furnishing,equipment_level,equipment_ilevel,equipment_su_level,vendor_item,craft_input,craft_nq_output,craft_hq_output,desynth_input,desynth_output,restricted_craft_input,restricted_nq_output,restricted_hq_output,craft_recipe_count,craft_min_skill,craft_max_skill,craft_content_tags,fishing,fishing_skill_level,fishing_rarity,fishing_legendary,fishing_required_keyitem,fishing_quest_only,fishing_contest,fishing_disabled,mob_drop,mob_drop_list_count,mob_group_count,mob_pool_count,mob_zone_count,mob_drop_types,mob_spawn_types,mob_respawn_min,mob_respawn_max,mob_item_rate_min,mob_item_rate_max,mob_group_rate_min,mob_group_rate_max,mob_content_tags,provenance_tags,provenance_confidence,provenance_known
14675,woodsman_ring,6,1,2052,25,768,0,0,0,1,0,0,0,1,0,0,0,40.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14676,assailants_ring,6,1,34820,25,810,0,0,0,1,0,0,1,1,0,0,0,42.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14677,sanation_ring,6,1,60500,0,0,0,1,0,1,0,1,1,1,0,1,0,61.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14678,assassins_ring,6,1,60500,0,0,0,1,0,1,0,1,1,1,0,1,0,61.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14679,tactical_ring,6,1,60500,0,0,0,1,0,1,0,1,1,1,0,1,0,61.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14680,pacifist_ring,6,1,60500,0,0,0,1,0,1,0,1,1,1,0,1,0,61.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14681,getsul_ring,6,1,60500,0,3751,0,1,0,1,0,1,1,1,0,1,0,61.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14682,kshama_ring_no.2,6,1,59476,0,0,0,1,0,1,0,1,1,1,0,0,0,49.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14683,kshama_ring_no.4,6,1,59476,0,0,0,1,0,1,0,1,1,1,0,0,0,49.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14684,kshama_ring_no.3,6,1,59476,0,0,0,1,0,1,0,1,1,1,0,0,0,49.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14685,kshama_ring_no.5,6,1,59476,0,0,0,1,0,1,0,1,1,1,0,0,0,49.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14686,kshama_ring_no.9,6,1,59476,0,0,0,1,0,1,0,1,1,1,0,0,0,49.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14687,kshama_ring_no.6,6,1,59476,0,0,0,1,0,1,0,1,1,1,0,0,0,49.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14688,reflex_earring_+1,6,1,2080,24,505,0,0,0,1,0,0,0,1,0,0,0,10.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,30.0,30.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14689,courage_earring_+1,6,1,2080,24,505,0,0,0,1,0,0,0,1,0,0,0,10.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,30.0,30.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14690,knowledge_earring_+1,6,1,2080,24,505,0,0,0,1,0,0,0,1,0,0,0,10.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,30.0,30.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14691,balance_earring_+1,6,1,2080,24,505,0,0,0,1,0,0,0,1,0,0,0,10.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,30.0,30.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14692,tranquility_earring_+1,6,1,2080,24,505,0,0,0,1,0,0,0,1,0,0,0,10.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,30.0,30.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14693,stamina_earring_+1,6,1,2080,24,505,0,0,0,1,0,0,0,1,0,0,0,10.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,30.0,30.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14694,energy_earring_+1,6,1,2080,24,219,0,0,0,1,0,0,0,1,0,0,0,10.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,30.0,30.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14695,hope_earring_+1,6,1,2080,24,233,0,0,0,1,0,0,0,1,0,0,0,10.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,30.0,30.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14696,alacrity_earring_+1,6,1,2080,24,1566,0,0,0,1,0,0,0,1,0,0,0,31.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14697,puissance_earring_+1,6,1,2080,24,1566,0,0,0,1,0,0,0,1,0,0,0,31.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,50.0,50.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14698,wisdom_earring_+1,6,1,2080,24,1566,0,0,0,1,0,0,0,1,0,0,0,31.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,50.0,50.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14699,deft_earring_+1,6,1,2080,24,1566,0,0,0,1,0,0,0,1,0,0,0,31.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,50.0,50.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14700,solace_earring_+1,6,1,2080,24,1566,0,0,0,1,0,0,0,1,0,0,0,31.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,50.0,50.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14701,verve_earring_+1,6,1,2080,24,1566,0,0,0,1,0,0,0,1,0,0,0,31.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,50.0,50.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14702,aura_earring_+1,6,1,2080,24,1845,0,0,0,1,0,0,0,1,0,0,0,31.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,50.0,50.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14703,loyalty_earring_+1,6,1,2080,24,1566,0,0,0,1,0,0,0,1,0,0,0,31.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,50.0,50.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14704,celerity_earring_+1,6,1,2080,24,2476,0,0,0,1,0,0,0,1,0,0,0,49.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,70.0,70.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14705,victory_earring_+1,6,1,2080,24,2476,0,0,0,1,0,0,0,1,0,0,0,49.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,70.0,70.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14706,genius_earring_+1,6,1,2080,24,2476,0,0,0,1,0,0,0,1,0,0,0,49.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,70.0,70.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14707,grace_earring_+1,6,1,2080,24,2476,0,0,0,1,0,0,0,1,0,0,0,49.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,70.0,70.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14708,serenity_earring_+1,6,1,2080,24,2476,0,0,0,1,0,0,0,1,0,0,0,49.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,70.0,70.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14709,vigor_earring_+1,6,1,2080,24,2476,0,0,0,1,0,0,0,1,0,0,0,49.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,70.0,70.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14710,mana_earring_+1,6,1,2080,24,2476,0,0,0,1,0,0,0,1,0,0,0,49.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,70.0,70.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14711,allure_earring_+1,6,1,2080,24,2476,0,0,0,1,0,0,0,1,0,0,0,49.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,70.0,70.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14712,nimble_earring_+1,6,1,2080,24,3386,0,0,0,1,0,0,0,1,0,0,0,67.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,90.0,90.0,ROTZ,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14713,triumph_earring_+1,6,1,2080,24,6111,0,0,0,1,0,0,0,1,0,0,0,67.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,90.0,90.0,ROTZ,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14714,omniscient_earring_+1,6,1,2080,24,3386,0,0,0,1,0,0,0,1,0,0,0,67.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,90.0,90.0,ROTZ,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14715,adroit_earring_+1,6,1,2080,24,5796,0,0,0,1,0,0,0,1,0,0,0,67.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,90.0,90.0,ROTZ,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14716,communion_earring_+1,6,1,2080,24,6111,0,0,0,1,0,0,0,1,0,0,0,67.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,90.0,90.0,ROTZ,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14717,robust_earring_+1,6,1,2080,24,3386,0,0,0,1,0,0,0,1,0,0,0,67.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,90.0,90.0,ROTZ,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14718,hades_earring_+1,6,1,2080,24,3386,0,0,0,1,0,0,0,1,0,0,0,67.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,90.0,90.0,ROTZ,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14719,heavens_earring_+1,6,1,2080,24,3386,0,0,0,1,0,0,0,1,0,0,0,67.0,0.0,0.0,0,0,0,1,1,0,0,0,0,2,85.0,90.0,ROTZ,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT|DESYNTH_INPUT,HIGH,1
14720,morion_earring,6,1,2084,24,1500,0,0,0,1,0,0,0,1,0,0,0,30.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,78.0,78.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_NQ_OUTPUT,HIGH,1
14721,morion_earring_+1,6,1,2080,24,1800,0,0,0,1,0,0,0,1,0,0,0,30.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,78.0,78.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14722,pigeon_earring,6,1,2084,24,5760,0,0,0,1,0,0,0,1,0,0,0,33.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,88.0,88.0,ROTZ,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_NQ_OUTPUT,HIGH,1
14723,pigeon_earring_+1,6,1,2080,24,1943,0,0,0,1,0,0,0,1,0,0,0,33.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,88.0,88.0,ROTZ,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14724,moldavite_earring,6,1,63572,0,0,0,1,0,1,1,1,1,1,0,0,0,47.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14725,melody_earring,6,1,2084,24,5250,0,0,0,1,0,0,0,1,0,0,0,52.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,57.0,57.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_NQ_OUTPUT,HIGH,1
14726,melody_earring_+1,6,1,2080,24,6000,0,0,0,1,0,0,0,1,0,0,0,52.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,57.0,57.0,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14727,phantom_earring,6,1,2084,24,6650,0,0,0,1,0,0,0,1,0,0,0,60.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,78.0,78.0,ROTZ,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_NQ_OUTPUT,HIGH,1
14728,phantom_earring_+1,6,1,2080,24,8312,0,0,0,1,0,0,0,1,0,0,0,60.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,78.0,78.0,ROTZ,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,CRAFT_HQ_OUTPUT,HIGH,1
14729,pilferers_earring,6,1,34820,24,1383,0,0,0,1,0,0,1,1,0,0,0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14730,esquires_earring,6,1,34820,24,1213,0,0,0,1,0,0,1,1,0,0,0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14731,killer_earring,6,1,34820,24,1350,0,0,0,1,0,0,1,1,0,0,0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14732,trimmers_earring,6,1,34820,24,1213,0,0,0,1,0,0,1,1,0,0,0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14733,singers_earring,6,1,34820,24,1213,0,0,0,1,0,0,1,1,0,0,0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14734,beaters_earring,6,1,34820,24,1350,0,0,0,1,0,0,1,1,0,0,0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14735,ashigaru_earring,6,1,34820,24,1213,0,0,0,1,0,0,1,1,0,0,0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14736,genin_earring,6,1,34820,24,1350,0,0,0,1,0,0,1,1,0,0,0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14737,wyvern_earring,6,1,34820,24,1350,0,0,0,1,0,0,1,1,0,0,0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14738,magicians_earring,6,1,34820,24,1350,0,0,0,1,0,0,1,1,0,0,0,30.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14739,suppanomimi,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14740,knights_earring,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14741,abyssal_earring,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14742,beastly_earring,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14743,bushinomimi,6,1,63552,0,0,0,1,0,1,1,1,1,1,0,0,0,72.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14744,undead_earring,6,1,2052,24,2021,0,0,0,1,0,0,0,1,0,0,0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14745,arcana_earring,6,1,2052,24,4200,0,0,0,1,0,0,0,1,0,0,0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14746,vermin_earring,6,1,2052,24,2224,0,0,0,1,0,0,0,1,0,0,0,55.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14747,bird_earring,6,1,2052,24,4200,0,0,0,1,0,0,0,1,0,0,0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14748,amorph_earring,6,1,2052,24,4200,0,0,0,1,0,0,0,1,0,0,0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14749,lizard_earring,6,1,2052,24,4200,0,0,0,1,0,0,0,1,0,0,0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14750,aquan_earring,6,1,2052,24,4200,0,0,0,1,0,0,0,1,0,0,0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14751,plantoid_earring,6,1,2052,24,4950,0,0,0,1,0,0,0,1,0,0,0,55.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14752,beast_earring,6,1,2052,24,4200,0,0,0,1,0,0,0,1,0,0,0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14753,demon_earring,6,1,2052,24,2021,0,0,0,1,0,0,0,1,0,0,0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14754,dragon_earring,6,1,2052,24,4074,0,0,0,1,0,0,0,1,0,0,0,50.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14755,refresh_earring,6,1,2052,24,4350,0,0,0,1,0,0,0,1,0,0,0,51.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14756,accurate_earring,6,1,2052,24,2102,0,0,0,1,0,0,0,1,0,0,0,52.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14757,mecurial_earring,6,1,2052,24,2400,0,0,0,1,0,0,0,1,0,0,0,20.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14758,knightly_earring,6,1,34820,24,2385,0,0,0,1,0,0,1,1,0,0,0,59.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14759,curaga_earring,6,1,3076,24,5400,0,0,0,1,0,0,0,1,0,1,0,42.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14760,cunning_earring,6,1,2052,24,1431,0,0,0,1,0,0,0,1,0,0,0,29.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14761,elusive_earring,6,1,2052,24,2422,0,0,0,1,0,0,0,1,0,0,0,60.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14762,attilas_earring,6,1,2052,24,3000,0,0,0,1,0,0,0,1,0,0,0,70.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14763,boroka_earring,6,1,59476,0,680,0,1,0,1,0,1,1,1,0,0,0,49.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14764,minuet_earring,6,1,34820,24,950,0,0,0,1,0,0,1,1,0,0,0,61.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14765,titanis_earring,6,1,34820,24,950,0,0,0,1,0,0,1,1,0,0,0,61.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14766,geist_earring,6,1,2052,24,920,0,0,0,1,0,0,0,1,0,0,0,38.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14767,evasion_earring,6,1,34820,24,800,0,0,0,1,0,0,1,1,0,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14768,parrying_earring,6,1,34820,24,800,0,0,0,1,0,0,1,1,0,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14769,buckler_earring,6,1,34820,24,800,0,0,0,1,0,0,1,1,0,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14770,guarding_earring,6,1,34820,24,800,0,0,0,1,0,0,1,1,0,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14771,divine_earring,6,1,34820,24,800,0,0,0,1,0,0,1,1,0,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14772,dark_earring,6,1,34820,24,1415,0,0,0,1,0,0,1,1,0,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14773,augmenting_earring,6,1,34820,24,800,0,0,0,1,0,0,1,1,0,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14774,enfeebling_earring,6,1,34820,24,800,0,0,0,1,0,0,1,1,0,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14775,elemental_earring,6,1,34820,24,800,0,0,0,1,0,0,1,1,0,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14776,healing_earring,6,1,34820,24,800,0,0,0,1,0,0,1,1,0,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
14777,summoning_earring,6,1,34820,24,800,0,0,0,1,0,0,1,1,0,0,0,35.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,,,,0,,,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,UNKNOWN,0
