itemid,name,canonical_class,class_source,seller_policy_eligible,buyer_policy_eligible,seller_source,buyer_source,maturity,maturity_source,base_reason,overlay_reason,applied_overlays,policy_ready,pricing_ready,source_policy_family,source_gate_open,synthetic_supply_source_allowed,source_keep_protected,pricing_gate_required,live_seller_baseline,live_buyer_baseline,activation_ready,auto_live_promotion
14034,kingdom_mufflers,SCARCE,hq-rare,1,1,hq-rare,hq-rare,MATURE,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14035,iron_musketeers_gauntlets_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,INDEPENDENT_NQ_PLUS_ONE_RECIPE,hq-rare,0,1,,1,1,0,0,0,0,0,0
14036,iron_musketeers_gauntlets_+2,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14037,san_dorian_gloves,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14038,kingdom_gloves,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ESTABLISHED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14039,bastokan_finger_gauntlets,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14040,republic_finger_gauntlets,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14041,susurrus_gauntlets,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14042,praeda_gauntlets,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14043,windurstian_tekko,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14044,federation_tekko,SCARCE,hq-rare,1,1,hq-rare,hq-rare,GROWING,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14045,windurstian_gloves,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14046,federation_gloves,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ESTABLISHED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14047,combat_casters_mitts_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,GROWING,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,INDEPENDENT_NQ_PLUS_ONE_RECIPE,hq-rare,0,1,,1,1,0,0,0,0,0,0
14048,combat_casters_mitts_+2,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ESTABLISHED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14049,tactician_magicians_cuffs_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,MATURE,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,INDEPENDENT_NQ_PLUS_ONE_RECIPE,hq-rare,0,1,,1,1,0,0,0,0,0,0
14050,tactician_magicians_cuffs_+2,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14051,alumine_moufles,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14052,luisant_moufles,SCARCE,hq-rare,1,1,hq-rare,hq-rare,MATURE,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14053,traders_cuffs,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14054,barons_cuffs,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ESTABLISHED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14055,unicorn_mittens,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14056,unicorn_mittens_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14057,ogre_gloves_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14058,crimson_finger_gauntlets,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14059,blood_finger_gauntlets,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14060,timarli_dastanas,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14061,kaiser_handschuhs,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14062,carbuncle_mitts,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14063,protecting_bangles,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14064,sand_gloves,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14065,garden_bangles,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14066,feronias_bangles,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14067,tarasque_mitts,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14068,vagabonds_gloves,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14069,nomads_gloves,SCARCE,hq-rare,1,1,hq-rare,hq-rare,GROWING,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14070,fishermans_gloves,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14071,anglers_gloves,SCARCE,hq-rare,1,1,hq-rare,hq-rare,GROWING,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14072,chocobo_gloves,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14073,riders_gloves,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ESTABLISHED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14074,tarasque_mitts_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,MATURE,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14075,andvaranauts,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14076,hecatomb_mittens,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14077,hecatomb_mittens_+1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14078,errant_cuffs,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14079,mahatma_cuffs,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14080,strider_boots,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,UNKNOWN_ACQUISITION,0,0,1,0,0,0,0,0
14081,pigaches_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14082,shinobi_kyahan_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14083,scorpion_leggings_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14084,darksteel_sollerets_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14085,serpentes_sabots,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14086,mythril_leggings_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14087,gilt_sabatons,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14088,beak_ledelsens_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14089,fighters_calligae,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14090,temple_gaiters,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14091,healers_duckbills,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14092,wizards_sabots,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14093,warlocks_boots,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14094,rogues_poulaines,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14095,gallant_leggings,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14096,chaos_sollerets,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14097,beast_gaiters,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14098,choral_slippers,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14099,hunters_socks,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14100,myochin_sune-ate,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14101,ninja_kyahan,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14102,drachen_greaves,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14103,evokers_pigaches,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14104,battle_boots_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14105,darksteel_sabatons_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14106,coral_greaves_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14107,dragon_greaves_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14108,feral_ledelsens,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14109,torama_ledelsens,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14110,darksteel_leggings_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14111,mermans_leggings,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14112,sune-ate_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14113,war_boots_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14114,aristocrats_pumps,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14115,silk_pumps_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14116,opaline_boots,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14117,rusty_leggings,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14118,iron_greaves,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14119,iron_greaves_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ESTABLISHED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14120,steel_greaves,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14121,steel_greaves_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,MATURE,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14122,monsoon_kyahan,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,UNKNOWN_ACQUISITION,,unknown-provenance,0,1,UNKNOWN_ACQUISITION,0,0,1,0,0,0,0,0
14123,zenith_pumps,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14124,zenith_pumps_+1,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14125,ceremonial_boots,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14126,wedding_boots,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14127,thick_sollerets_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14128,kung_fu_shoes,PROTECTED,unknown-provenance-safety,0,0,unknown-provenance-safety,unknown-provenance-safety,,,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,,unknown-provenance,0,1,UNKNOWN_ACQUISITION,0,0,1,0,0,0,0,0
14129,arhats_sune-ate,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14130,wulong_shoes,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14131,wulong_shoes_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14132,winged_boots,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14133,winged_boots_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14134,air_solea,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14135,air_solea_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14136,arhats_sune-ate_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14137,royal_knights_sollerets_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,MATURE,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,INDEPENDENT_NQ_PLUS_ONE_RECIPE,hq-rare,0,1,,1,1,0,0,0,0,0,0
14138,royal_knights_sollerets_+2,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14139,bastokan_leggings,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14140,republic_leggings,SCARCE,hq-rare,1,1,hq-rare,hq-rare,GROWING,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14141,san_dorian_sollerets,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14142,kingdom_sollerets,SCARCE,hq-rare,1,1,hq-rare,hq-rare,MATURE,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14143,iron_musketeers_sabatons_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,MATURE,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,INDEPENDENT_NQ_PLUS_ONE_RECIPE,hq-rare,0,1,,1,1,0,0,0,0,0,0
14144,iron_musketeers_sabatons_+2,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14145,san_dorian_boots,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14146,kingdom_boots,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ESTABLISHED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14147,bastokan_greaves,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14148,republic_greaves,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14149,san_dorian_clogs,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14150,kingdom_clogs,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ESTABLISHED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14151,windurstian_kyahan,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14152,federation_kyahan,SCARCE,hq-rare,1,1,hq-rare,hq-rare,GROWING,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14153,windurstian_gaiters,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14154,federation_gaiters,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ESTABLISHED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14155,combat_casters_shoes_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,GROWING,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,INDEPENDENT_NQ_PLUS_ONE_RECIPE,hq-rare,0,1,,1,1,0,0,0,0,0,0
14156,combat_casters_shoes_+2,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ESTABLISHED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14157,tactician_magicians_pigaches_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,MATURE,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,INDEPENDENT_NQ_PLUS_ONE_RECIPE,hq-rare,0,1,,1,1,0,0,0,0,0,0
14158,tactician_magicians_pigaches_+2,SCARCE,hq-rare,1,1,hq-rare,hq-rare,ADVANCED,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14159,ogre_ledelsens_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14160,crimson_greaves,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14161,blood_greaves,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14162,agronas_leggings,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14163,kaiser_schuhs,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14164,inferno_sabots,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14165,inferno_sabots_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,FULL,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14166,desert_boots,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14167,desert_boots_+1,SCARCE,hq-rare,1,1,hq-rare,hq-rare,MATURE,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
14168,dune_boots,BLOCKED,candidate-market-policy,0,0,,,,,NO_AUCTION,,,0,0,,1,1,0,0,0,0,0,0
14169,vagabonds_boots,SCARCE,candidate-market-policy,0,0,,,,,ORDINARY_EQUIPMENT,,,1,1,,1,1,0,0,0,0,0,0
14170,nomads_boots,SCARCE,hq-rare,1,1,hq-rare,hq-rare,GROWING,hq-rare,HQ_EQUIPMENT_REQUIRES_MATURITY,RECIPE_BACKED_HQ_OUTPUT,hq-rare,0,1,,1,1,0,0,0,0,0,0
