itemid,name,phase,stack_size,ah_category,flags,base_sell,rare,scroll,can_equip,vendor_item,crystal,craft_input,nq_output,hq_output,restricted_input,restricted_nq_output,restricted_hq_output,input_min_skill,nq_min_skill,hq_min_skill,fish_skill,provenance,market_class,allowed,rejection_reason
13799,gaia_doublet_+1,SEED,1,18,2080,10738,False,False,True,False,False,False,False,True,False,False,False,,,88.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13800,masters_gi,SEED,1,18,2084,6400,False,False,True,False,False,False,True,False,False,False,False,,85.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13801,masters_gi_+1,SEED,1,18,2080,11358,False,False,True,False,False,False,False,True,False,False,False,,,85.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13802,arhats_gi_+1,SEED,1,18,2080,5912,False,False,True,False,False,False,False,True,False,False,False,,,89.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13803,shamans_cloak,SEED,1,0,63572,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13804,minstrels_coat,SEED,1,0,63572,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13805,assault_jerkin,SEED,1,0,63572,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13806,vagabonds_tunica,SEED,1,18,2084,118,False,False,True,False,False,False,True,False,False,False,False,,14.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99
13807,nomads_tunica,SEED,1,18,2080,2478,False,False,True,False,False,False,False,True,False,False,False,,,14.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13808,fishermans_tunica,SEED,1,18,2084,300,False,False,True,False,False,False,True,True,False,False,False,,30.0,30.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13809,anglers_tunica,SEED,1,18,2080,830,False,False,True,False,False,False,False,True,False,False,False,,,30.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13810,chocobo_jack_coat,SEED,1,18,2084,1297,False,False,True,False,False,False,True,False,False,False,False,,45.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13811,riders_jack_coat,SEED,1,18,2080,2478,False,False,True,False,False,False,False,True,False,False,False,,,45.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13812,holy_breastplate,SEED,1,18,2084,8865,False,False,True,False,False,False,True,False,False,False,False,,80.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13813,divine_breastplate,SEED,1,18,2080,9666,False,False,True,False,False,False,False,True,False,False,False,,,80.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13814,austere_robe,SEED,1,18,2084,16800,False,False,True,False,False,False,True,False,False,False,False,,100.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13815,penance_robe,SEED,1,18,2080,8261,False,False,True,False,False,False,False,True,False,False,False,,,100.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13816,narasimhas_vest,SEED,1,18,2084,5980,False,False,True,False,False,False,True,False,False,False,False,,99.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13817,vishnus_vest,SEED,1,18,2080,12226,False,False,True,False,False,False,False,True,False,False,False,,,99.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13818,garrison_tunica,SEED,1,18,2052,813,False,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13819,onoko_yukata,SEED,1,0,63568,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13820,omina_yukata,SEED,1,0,63568,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13821,lords_yukata,SEED,1,0,63568,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13822,ladys_yukata,SEED,1,0,63568,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13823,regen_cuirass,SEED,1,18,3108,14400,False,False,True,False,False,False,True,True,False,False,False,,92.0,92.0,,CRAFT_NQ_OUTPUT|CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13824,strong_bandana,SEED,1,17,2080,1751,False,False,True,False,False,False,False,True,False,False,False,,,24.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13825,bone_hairpin_+1,SEED,1,17,2080,181,False,False,True,False,False,False,False,True,False,False,False,,,4.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13826,bone_mask_+1,SEED,1,17,2080,792,False,False,True,False,False,False,False,True,False,False,False,,,18.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13827,beetle_mask_+1,SEED,1,17,2080,1509,False,False,True,False,False,False,False,True,False,False,False,,,28.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13828,horn_hairpin_+1,SEED,1,17,2080,988,False,False,True,False,False,False,False,True,False,False,False,,,29.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13829,carapace_mask_+1,SEED,1,17,2080,1295,False,False,True,False,False,False,False,True,False,False,False,,,45.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13830,legionnaires_circlet,SEED,1,17,2052,2318,False,False,True,True,False,True,False,False,False,False,False,28.0,,,,CRAFT_INPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
13831,sallet_+1,SEED,1,17,2080,4425,False,False,True,False,False,False,False,True,False,False,False,,,55.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13832,banded_helm_+1,SEED,1,17,2080,3356,False,False,True,False,False,False,False,True,False,False,False,,,48.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13833,nobles_ribbon,SEED,1,17,2080,350,False,False,True,False,False,False,False,True,False,False,False,,,52.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13834,mages_hat,SEED,1,17,2080,2218,False,False,True,False,False,False,False,True,False,False,False,,,55.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13835,dino_helm,SEED,1,17,2080,2801,False,False,True,False,False,False,False,True,False,False,False,,,56.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13836,shell_hairpin_+1,SEED,1,17,2080,937,False,False,True,False,False,False,False,True,False,False,False,,,53.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13837,bonzes_circlet,SEED,1,17,2052,1167,False,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13838,dodge_headband,SEED,1,17,2052,1950,False,False,True,False,False,True,False,False,False,False,False,81.0,,,,CRAFT_INPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13839,marine_hat,SEED,1,17,2052,3496,False,False,True,False,False,True,False,False,False,False,False,89.0,,,,CRAFT_INPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13840,electrum_hairpin,SEED,1,17,2052,5640,False,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13841,valkyries_mask,SEED,1,17,2052,5346,False,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13842,tavnazian_mask,SEED,1,0,63568,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13843,silk_hat_+1,SEED,1,17,2080,3866,False,False,True,False,False,False,False,True,False,False,False,,,65.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13844,shinobi_hachigane_+1,SEED,1,17,2080,3575,False,False,True,False,False,False,False,True,False,False,False,,,71.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13845,celata_+1,SEED,1,17,2080,4961,False,False,True,False,False,False,False,True,False,False,False,,,87.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13846,scorpion_helm,SEED,1,17,2084,3852,False,False,True,False,False,False,True,False,False,False,False,,97.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13847,mythril_sallet_+1,SEED,1,17,2080,5601,False,False,True,False,False,False,False,True,False,False,False,,,62.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13848,gilt_armet,SEED,1,17,2080,3502,False,False,True,False,False,False,False,True,False,False,False,,,72.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13849,gold_hairpin_+1,SEED,1,17,2080,2125,False,False,True,False,False,False,False,True,False,False,False,,,58.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13850,mermans_hairpin,SEED,1,17,2080,3375,False,False,True,False,False,False,False,True,False,False,False,,,77.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13851,silk_headband_+1,SEED,1,17,2080,2850,False,False,True,False,False,False,False,True,False,False,False,,,69.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13852,suijin_kabuto,SEED,1,0,63572,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13853,ferox_vizor,SEED,1,0,63572,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13854,green_ribbon_+1,SEED,1,17,2080,2511,False,False,True,False,False,False,False,True,False,False,False,,,62.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13855,healers_cap,SEED,1,0,63552,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13856,wizards_petasos,SEED,1,0,63552,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13857,choral_roundlet,SEED,1,0,63552,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13858,prism_headband,SEED,1,17,2080,3910,False,False,True,False,False,False,False,True,False,False,False,,,86.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13859,coral_visor_+1,SEED,1,17,2080,4596,False,False,True,False,False,False,False,True,False,False,False,,,77.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13860,dragon_mask_+1,SEED,1,17,2080,8120,False,False,True,False,False,False,False,True,False,False,False,,,87.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13861,feral_helm,SEED,1,17,2080,3794,False,False,True,False,False,False,False,True,False,False,False,,,78.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13862,torama_mask,SEED,1,17,2080,4284,False,False,True,False,False,False,False,True,False,False,False,,,87.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13863,darksteel_cap_+1,SEED,1,17,2080,8971,False,False,True,False,False,False,False,True,False,False,False,,,72.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13864,mermans_cap,SEED,1,17,2080,3852,False,False,True,False,False,False,False,True,False,False,False,,,78.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13865,zunari_kabuto_+1,SEED,1,17,2080,4606,False,False,True,False,False,False,False,True,False,False,False,,,69.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13866,green_beret_+1,SEED,1,17,2080,3818,False,False,True,False,False,False,False,True,False,False,False,,,76.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13867,war_beret_+1,SEED,1,17,2080,10075,False,False,True,False,False,False,False,True,False,False,False,,,83.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13868,myochin_kabuto,SEED,1,0,63552,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13869,ninja_hatsuburi,SEED,1,0,63552,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13870,opo-opo_crown,SEED,1,0,63568,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13871,iron_visor,SEED,1,17,2084,3024,False,False,True,False,False,False,True,False,False,False,False,,29.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13872,iron_visor_+1,SEED,1,17,2080,3873,False,False,True,False,False,False,False,True,False,False,False,,,29.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13873,steel_visor,SEED,1,17,2084,4480,False,False,True,False,False,False,True,False,False,False,False,,49.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13874,steel_visor_+1,SEED,1,17,2080,5600,False,False,True,False,False,False,False,True,False,False,False,,,49.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13875,monsoon_jinpachi,SEED,1,17,2052,3093,False,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13876,zenith_crown,SEED,1,0,63572,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13877,zenith_crown_+1,SEED,1,0,63568,0,True,False,True,False,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|HQ_VARIANT_NAME|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13878,carapace_helm,SEED,1,17,2084,6337,False,False,True,False,False,False,True,False,False,False,False,,93.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13879,carapace_helm_+1,SEED,1,17,2080,8118,False,False,True,False,False,False,False,True,False,False,False,,,93.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13880,presidential_hairpin,SEED,1,0,30800,0,False,False,True,True,False,False,False,False,False,False,False,,,,,,PROTECTED,False,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NPC_VENDOR|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
13881,arhats_jinpachi,SEED,1,17,2084,3225,False,False,True,False,False,True,True,False,False,False,False,94.0,81.0,,,CRAFT_INPUT|CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13882,corsairs_hat,SEED,1,17,2084,3750,False,False,True,False,False,False,True,False,False,False,False,,89.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13883,corsairs_hat_+1,SEED,1,17,2080,3210,False,False,True,False,False,False,False,True,False,False,False,,,89.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13884,jesters_headband,SEED,1,17,2084,2210,False,False,True,False,False,False,True,False,False,False,False,,81.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13885,jugglers_headband,SEED,1,17,2080,2685,False,False,True,False,False,False,False,True,False,False,False,,,81.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13886,arhats_jinpachi_+1,SEED,1,17,2080,4031,False,False,True,False,False,False,False,True,False,False,False,,,81.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13887,black_sallet,SEED,1,17,2084,20090,False,False,True,False,False,False,True,False,False,False,False,,96.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13888,onyx_sallet,SEED,1,17,2080,4144,False,False,True,False,False,False,False,True,False,False,False,,,96.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13889,bastokan_cap,SEED,1,17,2084,332,False,False,True,False,False,False,True,False,False,False,False,,15.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99
13890,republic_cap,SEED,1,17,2080,393,False,False,True,False,False,False,False,True,False,False,False,,,15.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13891,san_dorian_helm,SEED,1,17,2084,2546,False,False,True,False,False,False,True,False,False,False,False,,53.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
13892,kingdom_helm,SEED,1,17,2080,1984,False,False,True,False,False,False,False,True,False,False,False,,,53.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
13893,iron_musketeers_armet_+1,SEED,1,17,2084,4140,False,False,True,False,False,False,True,False,False,False,False,,77.0,,,CRAFT_NQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_VARIANT_NAME|NOT_SEED_SOURCE
13894,iron_musketeers_armet_+2,SEED,1,17,2080,5303,False,False,True,False,False,False,False,True,False,False,False,,,77.0,,CRAFT_HQ_OUTPUT,PROTECTED,False,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
