itemid,name,candidate_class,candidate_reason,candidate_sell_capable,candidate_buy_capable,review_required,pricing_ready,policy_ready,activation_ready,future_activation_blocker,auto_live_promotion,current_seed_sell_allowed,current_seed_buy_allowed,current_market_class,item_type,vendor_item,has_vendor_price_floor,source_override_applied,source_override_class,source_override_types,source_override_reason,mob_source_class,has_ordinary_mob_source,has_notorious_mob_source,has_special_mob_source,craft_nq_output,craft_hq_output,restricted_nq_output,restricted_hq_output,fishing,rare,can_equip,stack_size,base_sell,rejection_reason
12255,ebon_greaves,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12256,furia_greaves,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12257,ebur_greaves,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12258,ebon_sollerets,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12259,furia_sollerets,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12260,ebur_sollerets,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12261,ebon_leggings,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,1,0,0,0,0,1,1,6125,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12262,furia_leggings,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12263,ebur_leggings,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12264,ebon_boots,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,1,0,0,0,0,1,1,6125,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12265,furia_boots,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12266,ebur_boots,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12267,ebon_socks,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12268,furia_socks,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12269,ebur_socks,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12270,shikkoku_sune-ate,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12271,shinku_sune-ate,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12272,ginhaku_sune-ate,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12273,ebon_gaiters,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12274,furia_gaiters,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12275,ebur_gaiters,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12276,ebon_brogues,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12277,furia_brogues,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12278,ebur_brogues,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12279,ebon_sabots,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12280,furia_sabots,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12281,ebur_sabots,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12282,ebon_galoshes,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12283,furia_galoshes,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12284,ebur_galoshes,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12285,ebon_clogs,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,1,0,0,0,0,1,1,0,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
12286,furia_clogs,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12287,ebur_clogs,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12289,lauan_shield,SCARCE,ORDINARY_EQUIPMENT,1,0,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,1,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,30,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NPC_VENDOR
12290,maple_shield,SCARCE,ORDINARY_EQUIPMENT,1,0,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,1,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,121,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NPC_VENDOR
12291,elm_shield,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,363,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12292,mahogany_shield,SCARCE,ORDINARY_EQUIPMENT,1,0,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,1,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,830,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
12293,oak_shield,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,1950,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12294,leather_shield,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,1,0,0,0,0,1,1,1280,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12295,round_shield,SCARCE,ORDINARY_EQUIPMENT,1,0,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,1,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,2817,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
12296,genbus_shield,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12298,parana_shield,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,0,NO_AUCTION|EXCLUSIVE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12299,aspis,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,189,CAN_EQUIP|NOT_STACKABLE_12_OR_99
12300,targe,SCARCE,ORDINARY_EQUIPMENT,1,0,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,1,0,0,,,,,0,0,0,1,1,0,0,0,0,1,1,680,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
12301,buckler,SCARCE,ORDINARY_EQUIPMENT,1,0,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,1,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,3117,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
12302,darksteel_buckler,SCARCE,ORDINARY_EQUIPMENT,1,0,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,1,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,4730,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
12303,gold_buckler,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,1,0,0,0,0,1,1,4080,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12304,musketeer_commanders_shield,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,1,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,4300,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
12305,ice_shield,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,5565,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12306,kite_shield,SCARCE,ORDINARY_EQUIPMENT,1,0,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,1,0,0,,,,,0,0,0,1,1,0,0,0,0,1,1,1530,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
12307,heater_shield,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,1,0,0,0,0,1,1,3168,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12308,darksteel_shield,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,5400,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12309,ritter_shield,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,6440,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12310,diamond_shield,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,5640,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12311,hoplon,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,1155,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12312,royal_knight_army_shield,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,1,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,4080,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
12313,temple_knight_army_shield,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,1,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,3642,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
12316,fish_scale_shield,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,1,0,1,1,390,CAN_EQUIP|NOT_STACKABLE_12_OR_99
12317,flame_shield,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,RARE|CAN_EQUIP|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE
12318,argos_shield,PROTECTED,UNKNOWN_ACQUISITION,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,7310,RARE|CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12319,elm_shield_+1,SCARCE,HQ_EQUIPMENT_REQUIRES_MATURITY,1,1,1,1,0,0,REVIEW_REQUIRED,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,1,0,0,0,0,1,1,457,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
12320,seigneur_shield,BLOCKED,NO_AUCTION,0,0,0,0,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,1,1,1,0,NO_AUCTION|EXCLUSIVE|RARE|CAN_EQUIP|NO_NPC_SALE|NOT_STACKABLE_12_OR_99|NO_BASE_SELL_VALUE|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12321,royal_guards_shield,PROTECTED,KNOWN_PROVENANCE_NOT_YET_CLASSIFIED,0,0,1,1,0,0,NONACTIVE_CLASS,0,0,0,PROTECTED,6,1,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,4006,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NPC_VENDOR|NOT_SEED_SOURCE
12323,scutum,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,4560,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12324,tower_shield,SCARCE,ORDINARY_EQUIPMENT,1,1,0,1,1,0,MATURITY_GATE_PENDING,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,1,0,0,0,0,0,1,1,3952,CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE
12325,aspis_+1,SCARCE,HQ_EQUIPMENT_REQUIRES_MATURITY,1,1,1,1,0,0,REVIEW_REQUIRED,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,1,0,0,0,0,1,1,241,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
12326,kite_shield_+1,SCARCE,HQ_EQUIPMENT_REQUIRES_MATURITY,1,1,1,1,0,0,REVIEW_REQUIRED,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,1,0,0,0,0,1,1,2021,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
12327,buckler_+1,SCARCE,HQ_EQUIPMENT_REQUIRES_MATURITY,1,1,1,1,0,0,REVIEW_REQUIRED,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,1,0,0,0,0,1,1,3842,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
12328,heater_shield_+1,SCARCE,HQ_EQUIPMENT_REQUIRES_MATURITY,1,1,1,1,0,0,REVIEW_REQUIRED,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,1,0,0,0,0,1,1,3692,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
12329,leather_shield_+1,SCARCE,HQ_EQUIPMENT_REQUIRES_MATURITY,1,1,1,1,0,0,REVIEW_REQUIRED,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,1,0,0,0,0,1,1,1600,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
12330,maple_shield_+1,SCARCE,HQ_EQUIPMENT_REQUIRES_MATURITY,1,1,1,1,0,0,REVIEW_REQUIRED,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,1,0,0,0,0,1,1,152,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
12331,oak_shield_+1,SCARCE,HQ_EQUIPMENT_REQUIRES_MATURITY,1,1,1,1,0,0,REVIEW_REQUIRED,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,1,0,0,0,0,1,1,2491,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
12332,judges_shield,BLOCKED,GM_ONLY,0,0,0,1,0,0,NONACTIVE_CLASS,0,0,0,BLOCKED,6,0,0,0,,,,,0,0,0,0,0,0,0,0,0,1,1,72,GM_ONLY|CAN_EQUIP|NOT_STACKABLE_12_OR_99|NOT_SEED_SOURCE|NO_PRICE_ANCHOR
12333,lauan_shield_+1,SCARCE,HQ_EQUIPMENT_REQUIRES_MATURITY,1,1,1,1,0,0,REVIEW_REQUIRED,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,1,0,0,0,0,1,1,37,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|HQ_VARIANT_NAME|NOT_SEED_SOURCE
12334,strong_shield,SCARCE,HQ_EQUIPMENT_REQUIRES_MATURITY,1,1,1,1,0,0,REVIEW_REQUIRED,0,0,0,PROTECTED,6,0,0,0,,,,,0,0,0,0,1,0,0,0,0,1,1,1043,CAN_EQUIP|NOT_STACKABLE_12_OR_99|HQ_ONLY_OUTPUT|NOT_SEED_SOURCE
