itemid,name,vendor_price_min,vendor_price_max,has_hard_floor,priced_source_count,vendor_source_count,gated_source_count,source_types,source_files
5076,SCROLL_OF_FOE_SIRVENTE,89437,109312,1,1,1,1,NATION,scripts/zones/Bastok_Markets/npcs/Harmodios.lua
5077,SCROLL_OF_ADVENTURERS_DIRGE,89437,109312,1,1,1,1,NATION,scripts/zones/Bastok_Markets/npcs/Harmodios.lua
5078,SCROLL_OF_SENTINELS_SCHERZO,60000,60000,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua
5079,SCROLL_OF_FOE_LULLABY_II,63126,77154,1,1,1,0,GENERAL_FAME,scripts/zones/Kazham/npcs/Toji_Mumosulah.lua
5082,SCROLL_OF_CURA_II,86467,105682,1,1,1,0,GENERAL_FAME,scripts/zones/Rabao/npcs/Brave_Ox.lua
5085,SCROLL_OF_REGEN_IV,50400,50400,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Gekko.lua
5087,SCROLL_OF_GAIN_STR,89804,89804,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5088,SCROLL_OF_GAIN_DEX,99613,99613,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5089,SCROLL_OF_GAIN_VIT,73740,73740,1,2,2,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5090,SCROLL_OF_GAIN_AGI,85680,85680,1,2,2,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5091,SCROLL_OF_GAIN_INT,94461,94461,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5092,SCROLL_OF_GAIN_MND,77500,77500,1,2,2,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5093,SCROLL_OF_GAIN_CHR,81900,81900,1,2,2,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5094,SCROLL_OF_BOOST_STR,89804,89804,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5095,SCROLL_OF_BOOST_DEX,99613,99613,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5096,SCROLL_OF_BOOST_VIT,73740,73740,1,2,2,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5097,SCROLL_OF_BOOST_AGI,85680,85680,1,2,2,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5098,SCROLL_OF_BOOST_INT,94461,94461,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5099,SCROLL_OF_BOOST_MND,77500,77500,1,2,2,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5100,SCROLL_OF_BOOST_CHR,81900,81900,1,2,2,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5103,SCROLL_OF_CRUSADE,140332,171517,1,1,1,0,GENERAL_FAME,scripts/zones/Rabao/npcs/Brave_Ox.lua
5104,SCROLL_OF_FLURRY,33000,33000,1,1,1,0,GENERAL,scripts/zones/Selbina/npcs/Falgima.lua
5106,SCROLL_OF_INUNDATION,73500,73500,1,2,2,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua
5144,SERVING_OF_CRIMSON_JELLY,7000,7000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5148,PLATE_OF_SQUID_SUSHI,6000,6000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5149,PLATE_OF_SOLE_SUSHI,7000,7000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5164,JAR_OF_GROUND_WASABI,2595,2595,1,2,2,1,GENERAL|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
5165,BOTTLE_OF_MOVALPOLOS_WATER,800,800,1,1,1,0,GENERAL,scripts/globals/shop.lua|scripts/zones/Oldton_Movalpolos/npcs/Bartabaq.lua
5166,COEURL_SUB,1500,1500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5174,TAVNAZIAN_TACO,4000,4000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5176,PLATE_OF_BREAM_SUSHI,5000,5000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5178,PLATE_OF_DORADO_SUSHI,4000,4000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5187,ELSHIMO_COCONUT,154,189,1,1,1,0,GENERAL_FAME,scripts/zones/Kazham/npcs/Ghemi_Sinterilo.lua
5195,SPRIG_OF_MISAREAUX_PARSLEY,,,0,0,0,0,,scripts/globals/shop.lua
5234,SPRIG_OF_CIBOL,198,242,1,1,1,1,NATION,scripts/zones/Southern_San_dOria/npcs/Benaige.lua
5237,BUNDLE_OF_SHIRATAKI,492,492,1,1,1,0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua
5299,DISH_OF_SALSA,133,162,1,1,1,0,GENERAL_FAME,scripts/zones/Mhaura/npcs/Pikini-Mikini.lua
5308,TOOLBAG_UCHITAKE,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5309,TOOLBAG_TSURARA,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5310,TOOLBAG_KAWAHORI_OGI,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5311,TOOLBAG_MAKIBISHI,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5312,TOOLBAG_HIRAISHIN,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5313,TOOLBAG_MIZU_DEPPO,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5314,TOOLBAG_SHIHEI,5000,5000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5315,TOOLBAG_JUSATSU,5000,5000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5316,TOOLBAG_KAGINAWA,5000,5000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5317,TOOLBAG_SAIRUI_RAN,5000,5000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5318,TOOLBAG_KODOKU,5000,5000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5319,TOOLBAG_SHINOBI_TABI,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5332,KABURA_QUIVER,8800,8800,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5333,SLEEP_QUIVER,3150,3150,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5334,BLIND_BOLT_QUIVER,800,800,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5335,ACID_BOLT_QUIVER,1250,1250,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5336,HOLY_BOLT_QUIVER,2400,2400,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5337,SLEEP_BOLT_QUIVER,1500,1500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5338,VENOM_BOLT_QUIVER,2100,2100,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5339,BLOODY_BOLT_QUIVER,2100,2100,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5340,SILVER_BULLET_POUCH,4800,4800,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5341,SPARTAN_BULLET_POUCH,2400,2400,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5342,CORSAIR_BULLET_POUCH,7100,7100,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5353,IRON_BULLET_POUCH,4800,4800,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5359,BRONZE_BULLET_POUCH,400,400,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5360,MUTEPPO,100,100,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
5361,DATECHOCHIN,100,100,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
5363,BULLET_POUCH,1920,1920,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5416,STEEL_BULLET_POUCH,7600,7600,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5417,TOOLBAG_SANJAKU_TENUGUI,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5424,SERENE_SERINETTE,6000,6000,1,1,1,0,GENERAL,scripts/globals/shop.lua
5425,JOYOUS_SERINETTE,6000,6000,1,1,1,0,GENERAL,scripts/globals/shop.lua
5428,SCROLL_OF_INSTANT_RETRACE,500,500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5441,ANGELWING,300,300,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Kindlix.lua
5477,WARRIOR_DIE,68000,68000,1,1,1,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua
5478,MONK_DIE,22400,22400,1,1,1,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua
5479,WHITE_MAGE_DIE,5000,5000,1,1,1,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua
5480,BLACK_MAGE_DIE,108000,108000,1,1,1,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua
5481,RED_MAGE_DIE,62000,62000,1,1,1,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua
5482,THIEF_DIE,50400,50400,1,1,1,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua
5483,PALADIN_DIE,90750,90750,1,1,1,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua
5484,DARK_KNIGHT_DIE,2205,2205,1,1,1,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua
5485,BEASTMASTER_DIE,26600,26600,1,1,1,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua
5486,BARD_DIE,12780,12780,1,1,1,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua
5487,RANGER_DIE,1300,1300,1,1,1,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua
5488,SAMURAI_DIE,35200,35200,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua
5489,NINJA_DIE,600,600,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua
5490,DRAGOON_DIE,9216,9216,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua
5491,SUMMONER_DIE,40000,40000,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua
5492,BLUE_MAGE_DIE,3525,3525,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua
5493,CORSAIR_DIE,316,316,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua
5494,PUPPETMASTER_DIE,82500,82500,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua
5495,DANCER_DIE,63375,63375,1,1,1,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua
5496,SCHOLAR_DIE,68250,68250,1,1,1,0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua
5497,BOLTERS_DIE,99224,99224,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua
5498,CASTERS_DIE,85500,85500,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua
5499,COURSERS_DIE,97350,97350,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua
5500,BLITZERS_DIE,100650,100650,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua
5501,TACTICIANS_DIE,109440,109440,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua
5502,ALLIES_DIE,116568,116568,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua
5503,MISERS_DIE,96250,96250,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua
5504,COMPANIONS_DIE,95800,95800,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua
5505,AVENGERS_DIE,123744,123744,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua
5532,ICHININTOUSEN_KOMA,250,250,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
5541,BUNCH_OF_ROYAL_GRAPES,1260,1540,1,1,1,1,NATION,scripts/zones/Southern_San_dOria/npcs/Shilah.lua
5547,BEEF_STEWPOT,15000,15000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5570,CUP_OF_CHAI,68,68,1,1,1,0,GENERAL,scripts/zones/Aht_Urhgan_Whitegate/npcs/Fayeewah.lua
5572,IRMIK_HELVASI,2075,2075,1,1,1,0,GENERAL,scripts/zones/Aht_Urhgan_Whitegate/npcs/Fayeewah.lua
5577,BOWL_OF_SUTLAC,1500,1500,1,1,1,0,GENERAL,scripts/zones/Aht_Urhgan_Whitegate/npcs/Yafaaf.lua
5592,CUP_OF_IMPERIAL_COFFEE,450,450,1,1,1,0,GENERAL,scripts/zones/Aht_Urhgan_Whitegate/npcs/Yafaaf.lua
5604,ELSHIMO_PACHIRA_FRUIT,151,184,1,1,1,0,GENERAL_FAME,scripts/zones/Kazham/npcs/Ghemi_Sinterilo.lua
5684,WEDGE_OF_CHALAIMBILLE,540,660,1,1,1,0,GENERAL_FAME,scripts/zones/RuLude_Gardens/npcs/Macchi_Gazlitah.lua
5685,RABBIT_PIE,5000,5000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5703,JUG_OF_ULEGUERAND_MILK,170,330,1,2,2,1,GENERAL_FAME|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/RuLude_Gardens/npcs/Macchi_Gazlitah.lua
5706,DISH_OF_HOMEMADE_CARBONARA,4000,4000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5718,CREAM_PUFF,1300,1300,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5721,PLATE_OF_CRAB_SUSHI,1500,1500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5725,GOSHIKITENGE,300,300,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
5726,ZUCCHINI,442,541,1,1,1,1,NATION,scripts/zones/Southern_San_dOria/npcs/Benaige.lua
5727,SERVING_OF_ZARU_SOBA,15000,15000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5734,TOOLBAG_SOSHI,5000,5000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5740,CLUSTER_OF_PAPRIKA,511,624,1,1,1,1,NATION,scripts/zones/Southern_San_dOria/npcs/Benaige.lua
5752,POT_AUF_FEU,3500,3500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5757,YELLOW_CURRY_BUN,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5758,BLACK_CURRY_BUN,4000,4000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5759,RED_CURRY_BUN,7000,7000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5766,BUTTER_CREPE,1000,1000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5769,POPPER,50,650,1,2,2,0,GENERAL,scripts/globals/shop.lua|scripts/zones/Port_Jeuno/npcs/Kindlix.lua
5775,CHOCOLATE_CREPE,500,500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5777,PEAR_CREPE,2000,2000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5779,CHERRY_MACARON,1000,1000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5780,COFFEE_MACARON,2000,2000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5781,KITRON_MACARON,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5782,SUGAR_RUSK,1000,1000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5783,CHOCOLATE_RUSK,2000,2000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5784,COCONUT_RUSK,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5819,ANTLION_QUIVER,9900,9900,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5820,DARKLING_BOLT_QUIVER,9460,9460,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5821,FUSION_BOLT_QUIVER,9790,9790,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5822,DWEOMER_BULLET_POUCH,9680,9680,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5823,OBERON_BULLET_POUCH,9900,9900,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5863,TOOLBAG_KABENRO,5000,5000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5864,TOOLBAG_JINKO,5000,5000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5865,TOOLBAG_RYUNO,5000,5000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5866,TOOLBAG_MOKUJIN,5000,5000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5867,TOOLBAG_INOSHISHINOFUDA,13500,16500,1,2,2,2,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Port_Bastok/npcs/Numa.lua
5868,TOOLBAG_SHIKANOFUDA,18000,22000,1,2,2,2,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Port_Bastok/npcs/Numa.lua
5869,TOOLBAG_CHONOFUDA,18000,22000,1,2,2,2,GLOBAL_SHOP_STOCK|NATION,scripts/globals/shop.lua|scripts/zones/Port_Bastok/npcs/Numa.lua
5870,TRUMP_CARD_CASE,10000,10000,1,1,1,0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua
5871,RUSZOR_QUIVER,11880,11880,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5872,DARK_ADAMAN_BOLT_QUIVER,11880,11880,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5873,DARK_ADAMAN_BULLET_POUCH,12000,12000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5881,SHISAI_KABOKU,50,50,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
5882,MARINE_BLISS,250,250,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Kindlix.lua
5883,FALLING_STAR,200,200,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Kindlix.lua
5884,RENGEDAMA,250,250,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Pyropox.lua
5885,SALTENA,1000,1000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5886,ELSHENA,2000,2000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5887,MONTAGNA,2500,2500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5888,MARINGNA,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5889,STUFFED_PITARU,1000,1000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5890,POULTRY_PITARU,2000,2000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5891,SEAFOOD_PITARU,2500,2500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5892,B_E_W_PITARU,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5912,GARGOUILLE_QUIVER,13910,13910,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5913,ADAMAN_BOLT_QUIVER,13780,13780,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5914,ORICHALCUM_BULLET_POUCH,13910,13910,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5915,ADAMAN_BULLET_POUCH,14040,14040,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5932,BOTTLE_OF_KITRON_JUICE,2500,2500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5933,FLASK_OF_DRAGON_FRUIT_AU_LAIT,2500,2500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5936,MOG_MISSILE,300,300,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Kindlix.lua
5937,BUBBLE_BREEZE,150,150,1,1,1,0,GENERAL,scripts/zones/Port_Jeuno/npcs/Kindlix.lua
5974,PLATE_OF_BARNACLE_PAELLA,,,0,0,0,0,,scripts/zones/Western_Adoulin/npcs/Flapano.lua
5975,PLATE_OF_FLAPANOS_PAELLA,,,0,0,0,0,,scripts/zones/Western_Adoulin/npcs/Flapano.lua
5988,SCROLL_OF_INSTANT_PROTECT,500,500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5989,SCROLL_OF_INSTANT_SHELL,500,500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
5990,SCROLL_OF_INSTANT_STONESKIN,500,500,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6041,PYROHELIX_SCHEMA,7714,7714,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6042,HYDROHELIX_SCHEMA,6786,6786,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6043,IONOHELIX_SCHEMA,8625,8625,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6044,CRYOHELIX_SCHEMA,7896,7896,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6045,GEOHELIX_SCHEMA,6591,6591,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6046,ANEMOHELIX_SCHEMA,6981,6981,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6047,LUMINOHELIX_SCHEMA,8940,8940,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6048,NOCTOHELIX_SCHEMA,8790,8790,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6049,FIRESTORM_SCHEMA,8060,8060,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6050,RAINSTORM_SCHEMA,6318,6318,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6051,THUNDERSTORM_SCHEMA,9100,9100,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6052,HAILSTORM_SCHEMA,8580,8580,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6053,SANDSTORM_SCHEMA,5200,5200,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6054,WINDSTORM_SCHEMA,6786,6786,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6055,AURORASTORM_SCHEMA,11440,11440,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6056,VOIDSTORM_SCHEMA,10725,10725,1,1,1,0,GENERAL,scripts/zones/The_Eldieme_Necropolis_[S]/npcs/Layton.lua
6059,ANIMUS_AUGEO_SCHEMA,29925,29925,1,1,1,0,GENERAL,scripts/zones/Bastok_Markets_[S]/npcs/Silke.lua
6060,ANIMUS_MINUO_SCHEMA,29925,29925,1,1,1,0,GENERAL,scripts/zones/Bastok_Markets_[S]/npcs/Silke.lua
6061,ADLOQUIUM_SCHEMA,36300,36300,1,1,1,0,GENERAL,scripts/zones/Bastok_Markets_[S]/npcs/Silke.lua
6063,FRUIT_PARFAIT,3000,3000,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6137,CHAPULI_QUIVER,15400,15400,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6138,MANTID_QUIVER,15820,15820,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6139,MIDRIUM_BOLT_QUIVER,15400,15400,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6140,DAMASCUS_BOLT_QUIVER,15820,15820,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6141,OXIDANT_BOLT_QUIVER,15400,15400,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6142,MIDRIUM_BULLET_POUCH,15400,15400,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6143,DAMASCUS_BULLET_POUCH,15820,15820,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6200,ADLIVUN_QUIVER,18450,18450,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6201,TULFAIRE_QUIVER,17610,17610,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6202,RAAZ_QUIVER,18450,18450,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6204,ADLIVUN_BOLT_QUIVER,18450,18450,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6205,TITANIUM_BOLT_QUIVER,17610,17610,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6206,BISMUTH_BOLT_QUIVER,18450,18450,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
6208,ADLIVUN_BULLET_POUCH,18450,18450,1,1,1,1,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua
