itemid,name,policy_family,recommended_class,policy_reason,seller_eligible,buyer_eligible,has_hard_floor,vendor_price_min,vendor_price_max,manual_review_required,source_confidence,source_signals,quest_reference_count,mission_reference_count,reward_like_reference_count,missing_item_enum_constant,internal_type,has_same_name_mirror,strong_internal_mirror,mirror_itemid,activation_ready,auto_live_promotion
4745,scroll_of_sneak,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,2500,2500,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4746,scroll_of_deodorize,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,1295,1295,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4747,scroll_of_teleport-vahzl,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,34656,34656,0,HIGH,SCRIPT_SHOP|REWARD_LIKE_REFERENCE|BROAD_VENDOR_INDEX,0,0,1,0,0,0,0,0,0,0
4748,scroll_of_raise_iii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4749,scroll_of_reraise_ii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4750,scroll_of_reraise_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,99375,600000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4751,scroll_of_erase,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4752,scroll_of_fire,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,930,930,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4753,scroll_of_fire_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,18400,18400,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4754,scroll_of_fire_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,33306,33306,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4755,scroll_of_fire_iv,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,148500,148500,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4756,scroll_of_fire_v,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,162500,162500,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4757,scroll_of_blizzard,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,1760,1760,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4758,scroll_of_blizzard_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,24300,24300,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4759,scroll_of_blizzard_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,39368,39368,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4760,scroll_of_blizzard_iv,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,166250,166250,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4761,scroll_of_blizzard_v,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,186375,186375,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4762,scroll_of_aero,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,360,360,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4763,scroll_of_aero_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,13300,13300,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4764,scroll_of_aero_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,27744,27744,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4765,scroll_of_aero_iv,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,131750,131750,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4766,scroll_of_aero_v,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,144875,144875,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4767,scroll_of_stone,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,67,68,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4768,scroll_of_stone_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,6390,6390,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4769,scroll_of_stone_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,19932,19932,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4770,scroll_of_stone_iv,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,108000,108000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4771,scroll_of_stone_v,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,123750,123750,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4772,scroll_of_thunder,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,3624,3624,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4773,scroll_of_thunder_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,31000,31000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4774,scroll_of_thunder_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,45930,45930,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4775,scroll_of_thunder_iv,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,185000,185000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4776,scroll_of_thunder_v,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4777,scroll_of_water,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,156,156,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4778,scroll_of_water_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,9000,9000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4779,scroll_of_water_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,22682,22682,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4780,scroll_of_water_iv,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,116000,116000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4781,scroll_of_water_v,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,133110,133110,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4782,scroll_of_firaga,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,7806,7806,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4783,scroll_of_firaga_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,21307,21307,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4784,scroll_of_firaga_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,112000,112000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4787,scroll_of_blizzaga,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,11900,11900,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4788,scroll_of_blizzaga_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,26244,26244,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4789,scroll_of_blizzaga_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,127500,127500,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4792,scroll_of_aeroga,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,4608,4608,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4793,scroll_of_aeroga_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,19800,19800,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4794,scroll_of_aeroga_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,95625,95625,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4797,scroll_of_stonega,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,1295,1295,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4798,scroll_of_stonega_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,12000,12000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4799,scroll_of_stonega_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,69875,69875,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4802,scroll_of_thundaga,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,16800,16800,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4803,scroll_of_thundaga_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,31681,31681,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4804,scroll_of_thundaga_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,144000,144000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4807,scroll_of_waterga,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,2330,2330,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4808,scroll_of_waterga_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,13050,13050,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4809,scroll_of_waterga_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,82250,82250,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4812,scroll_of_flare,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,71250,71250,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4813,scroll_of_flare_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,119180,119180,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4814,scroll_of_freeze,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,52500,52500,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4815,scroll_of_freeze_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,119180,119180,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4816,scroll_of_tornado,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,56250,56250,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4817,scroll_of_tornado_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,119180,119180,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4818,scroll_of_quake,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,60000,60000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4819,scroll_of_quake_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,119180,119180,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4820,scroll_of_burst,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,63750,63750,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4821,scroll_of_burst_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,119180,119180,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4822,scroll_of_flood,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,67500,67500,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4823,scroll_of_flood_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,119180,119180,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4824,scroll_of_gravity,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4825,scroll_of_gravity_ii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4827,scroll_of_comet,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4828,scroll_of_poison,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,91,92,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4829,scroll_of_poison_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,25200,25200,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4833,scroll_of_poisonga,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,5160,5160,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4834,scroll_of_poisonga_ii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4838,scroll_of_bio,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,400,400,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4839,scroll_of_bio_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,14000,14000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4840,scroll_of_bio_iii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,139125,139125,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4843,scroll_of_burn,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,5160,5160,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4844,scroll_of_frost,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,4098,4098,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4845,scroll_of_choke,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,2500,2500,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4846,scroll_of_rasp,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,2030,2030,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4847,scroll_of_shock,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,1515,1515,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4848,scroll_of_drown,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,7074,7074,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4849,scroll_of_addle,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,130378,130378,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4850,scroll_of_refresh_ii,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4851,scroll_of_meteor,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4853,scroll_of_drain,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,10428,10428,0,HIGH,SCRIPT_SHOP|QUEST_REFERENCE|BROAD_VENDOR_INDEX,1,0,0,0,0,0,0,0,0,0
4854,scroll_of_drain_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,30780,30780,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4855,scroll_of_aspir,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,12850,12850,0,HIGH,SCRIPT_SHOP|QUEST_REFERENCE|BROAD_VENDOR_INDEX,1,0,0,0,0,0,0,0,0,0
4856,scroll_of_aspir_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,79800,79800,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4857,scroll_of_blaze_spikes,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,10428,10428,0,HIGH,SCRIPT_SHOP|QUEST_REFERENCE|BROAD_VENDOR_INDEX,1,0,0,0,0,0,0,0,0,0
4858,scroll_of_ice_spikes,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4859,scroll_of_shock_spikes,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,9000,9000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4860,scroll_of_stun,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,27000,35000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4861,scroll_of_sleep,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,2500,2500,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4862,scroll_of_blind,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,122,124,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4863,scroll_of_break,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,126000,126000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4866,scroll_of_bind,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4867,scroll_of_sleep_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,18720,18720,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4868,scroll_of_dispel,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,70000,77600,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4869,scroll_of_warp,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,11953,11953,0,HIGH,SCRIPT_SHOP|QUEST_REFERENCE|BROAD_VENDOR_INDEX,1,0,0,0,0,0,0,0,0,0
4870,scroll_of_warp_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,37200,37200,0,HIGH,SCRIPT_SHOP|QUEST_REFERENCE|BROAD_VENDOR_INDEX,1,0,0,0,0,0,0,0,0,0
4871,scroll_of_escape,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4872,scroll_of_tractor,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4873,scroll_of_retrace,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,32320,32320,0,HIGH,SCRIPT_SHOP|QUEST_REFERENCE|BROAD_VENDOR_INDEX,1,0,0,0,0,0,0,0,0,0
4874,scroll_of_absorb-str,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4875,scroll_of_absorb-dex,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4876,scroll_of_absorb-vit,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4877,scroll_of_absorb-agi,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4878,scroll_of_absorb-int,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4879,scroll_of_absorb-mnd,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4880,scroll_of_absorb-chr,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,,0,0,0,0,0,0,0,0,0,0
4881,scroll_of_sleepga,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,11200,11200,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4882,scroll_of_sleepga_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,67818,67818,0,HIGH,SCRIPT_SHOP|REWARD_LIKE_REFERENCE|BROAD_VENDOR_INDEX,0,0,3,0,0,0,0,0,0,0
4883,scroll_of_absorb-tp,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,27000,27000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4884,scroll_of_blind_ii,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,139125,139125,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4885,scroll_of_dread_spikes,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,70560,70560,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4886,scroll_of_absorb-acc,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,44000,44000,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4887,scroll_of_absorb-attri,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4889,scroll_of_breakga,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
4890,scroll_of_firaja,SCROLL,SCARCE,TRUSTED_NPC_VENDOR_SCROLL,1,0,1,193800,193800,0,HIGH,SCRIPT_SHOP|BROAD_VENDOR_INDEX,0,0,0,0,0,0,0,0,0,0
4891,scroll_of_blizzaja,SCROLL,PROTECTED,SCROLL_SOURCE_UNKNOWN,0,0,0,0,0,0,LOW,MISSING_ITEM_ENUM_CONSTANT,0,0,0,1,0,0,0,0,0,0
