itemid,name,vendor_reference,vendor_reference_source_count,actual_vendor_source,vendor_reference_only,priced_source_count,vendor_source_count,gated_source_count,has_hard_floor,vendor_price_min,vendor_price_max,source_types,source_files,buyer_vendor_block,seller_vendor_floor_required,seller_vendor_ready,activation_ready,auto_live_promotion
5013,SCROLL_OF_FOWL_AUBADE,1,1,1,0,1,1,0,1,3032.0,3705.0,GENERAL_FAME,scripts/globals/shop.lua,1,1,1,0,0
5014,SCROLL_OF_HERB_PASTORAL,1,1,1,0,1,1,0,1,97.0,118.0,GENERAL_FAME,scripts/zones/Windurst_Woods/npcs/Wije_Tiren.lua,1,1,1,0,0
5017,SCROLL_OF_SCOPS_OPERETTA,1,1,1,0,1,1,0,1,609.0,744.0,GENERAL_FAME,scripts/globals/shop.lua,1,1,1,0,0
5018,SCROLL_OF_PUPPETS_OPERETTA,1,1,1,0,1,1,0,1,17596.0,21507.0,GENERAL_FAME,scripts/globals/shop.lua,1,1,1,0,0
5023,SCROLL_OF_GOBLIN_GAVOTTE,1,1,1,0,1,1,0,1,8160.0,8160.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua,1,1,1,0,0
5027,SCROLL_OF_ADVANCING_MARCH,1,1,1,0,1,1,0,1,2141.0,2616.0,GENERAL_FAME,scripts/globals/shop.lua,1,1,1,0,0
5029,SCROLL_OF_BATTLEFIELD_ELEGY,1,1,1,0,1,1,1,1,4320.0,5280.0,NATION,scripts/zones/Southern_San_dOria/npcs/Thadiene.lua,1,1,1,0,0
5032,SCROLL_OF_SINEWY_ETUDE,1,2,1,0,2,2,0,1,3420.0,3420.0,GENERAL,scripts/zones/Port_Jeuno/npcs/Leyla.lua|scripts/zones/Windurst_Woods/npcs/Manyny.lua,1,1,1,0,0
5033,SCROLL_OF_DEXTROUS_ETUDE,1,2,1,0,2,2,0,1,3060.0,3060.0,GENERAL,scripts/zones/Port_Jeuno/npcs/Leyla.lua|scripts/zones/Windurst_Woods/npcs/Manyny.lua,1,1,1,0,0
5034,SCROLL_OF_VIVACIOUS_ETUDE,1,2,1,0,2,2,0,1,2400.0,2400.0,GENERAL,scripts/zones/Port_Jeuno/npcs/Leyla.lua|scripts/zones/Windurst_Woods/npcs/Manyny.lua,1,1,1,0,0
5035,SCROLL_OF_QUICK_ETUDE,1,2,1,0,2,2,0,1,2080.0,2080.0,GENERAL,scripts/zones/Port_Jeuno/npcs/Leyla.lua|scripts/zones/Windurst_Woods/npcs/Manyny.lua,1,1,1,0,0
5036,SCROLL_OF_LEARNED_ETUDE,1,2,1,0,2,2,0,1,1704.0,1704.0,GENERAL,scripts/zones/Port_Jeuno/npcs/Leyla.lua|scripts/zones/Windurst_Woods/npcs/Manyny.lua,1,1,1,0,0
5037,SCROLL_OF_SPIRITED_ETUDE,1,2,1,0,2,2,0,1,1376.0,1376.0,GENERAL,scripts/zones/Port_Jeuno/npcs/Leyla.lua|scripts/zones/Windurst_Woods/npcs/Manyny.lua,1,1,1,0,0
5038,SCROLL_OF_ENCHANTING_ETUDE,1,2,1,0,2,2,0,1,1088.0,1088.0,GENERAL,scripts/zones/Port_Jeuno/npcs/Leyla.lua|scripts/zones/Windurst_Woods/npcs/Manyny.lua,1,1,1,0,0
5039,SCROLL_OF_HERCULEAN_ETUDE,1,1,1,0,1,1,1,1,79560.0,97240.0,NATION,scripts/zones/Bastok_Markets/npcs/Harmodios.lua,1,1,1,0,0
5040,SCROLL_OF_UNCANNY_ETUDE,1,1,1,0,1,1,1,1,76500.0,93500.0,NATION,scripts/zones/Bastok_Markets/npcs/Harmodios.lua,1,1,1,0,0
5041,SCROLL_OF_VITAL_ETUDE,1,1,1,0,1,1,1,1,69120.0,84480.0,NATION,scripts/zones/Bastok_Markets/npcs/Harmodios.lua,1,1,1,0,0
5042,SCROLL_OF_SWIFT_ETUDE,1,1,1,0,1,1,1,1,66240.0,80960.0,NATION,scripts/zones/Bastok_Markets/npcs/Harmodios.lua,1,1,1,0,0
5043,SCROLL_OF_SAGE_ETUDE,1,1,1,0,1,1,1,1,63360.0,77440.0,NATION,scripts/zones/Bastok_Markets/npcs/Harmodios.lua,1,1,1,0,0
5044,SCROLL_OF_LOGICAL_ETUDE,1,1,1,0,1,1,1,1,56700.0,69300.0,NATION,scripts/zones/Bastok_Markets/npcs/Harmodios.lua,1,1,1,0,0
5045,SCROLL_OF_BEWITCHING_ETUDE,1,1,1,0,1,1,1,1,54000.0,66000.0,NATION,scripts/zones/Bastok_Markets/npcs/Harmodios.lua,1,1,1,0,0
5046,SCROLL_OF_FIRE_CAROL,1,1,1,0,1,1,0,1,6380.0,6380.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua,1,1,1,0,0
5047,SCROLL_OF_ICE_CAROL,1,1,1,0,1,1,0,1,7440.0,7440.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua,1,1,1,0,0
5048,SCROLL_OF_WIND_CAROL,1,1,1,0,1,1,0,1,5940.0,5940.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua,1,1,1,0,0
5049,SCROLL_OF_EARTH_CAROL,1,1,1,0,1,1,0,1,4600.0,4600.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua,1,1,1,0,0
5050,SCROLL_OF_LIGHTNING_CAROL,1,1,1,0,1,1,0,1,7920.0,7920.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua,1,1,1,0,0
5051,SCROLL_OF_WATER_CAROL,1,1,1,0,1,1,0,1,5000.0,5000.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua,1,1,1,0,0
5052,SCROLL_OF_LIGHT_CAROL,1,1,1,0,1,1,0,1,4200.0,4200.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua,1,1,1,0,0
5053,SCROLL_OF_DARK_CAROL,1,1,1,0,1,1,0,1,8400.0,8400.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua,1,1,1,0,0
5054,SCROLL_OF_FIRE_CAROL_II,1,1,1,0,1,1,0,1,33415.0,40840.0,GENERAL_FAME,scripts/globals/shop.lua,1,1,1,0,0
5056,SCROLL_OF_WIND_CAROL_II,1,1,1,0,1,1,0,1,31449.0,38438.0,GENERAL_FAME,scripts/globals/shop.lua,1,1,1,0,0
5057,SCROLL_OF_EARTH_CAROL_II,1,1,1,0,1,1,0,1,27612.0,33748.0,GENERAL_FAME,scripts/globals/shop.lua,1,1,1,0,0
5059,SCROLL_OF_WATER_CAROL_II,1,1,1,0,1,1,0,1,29016.0,35464.0,GENERAL_FAME,scripts/globals/shop.lua,1,1,1,0,0
5062,SCROLL_OF_FIRE_THRENODY,1,1,1,0,1,1,1,1,630.0,770.0,NATION,scripts/zones/Windurst_Waters/npcs/Ensasa.lua,1,1,1,0,0
5063,SCROLL_OF_ICE_THRENODY,1,1,1,0,1,1,1,1,979.0,1196.0,NATION,scripts/zones/Bastok_Markets/npcs/Mjoll.lua,1,1,1,0,0
5064,SCROLL_OF_WIND_THRENODY,1,1,1,0,1,1,0,1,567.0,567.0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Champalpieu.lua,1,1,1,0,0
5065,SCROLL_OF_EARTH_THRENODY,1,1,1,0,1,1,1,1,277.0,338.0,NATION,scripts/zones/Windurst_Waters/npcs/Ensasa.lua,1,1,1,0,0
5066,SCROLL_OF_LIGHTNING_THRENODY,1,1,1,0,1,1,1,1,1238.0,1513.0,NATION,scripts/zones/Southern_San_dOria/npcs/Lusiane.lua,1,1,1,0,0
5067,SCROLL_OF_WATER_THRENODY,1,1,1,0,1,1,0,1,420.0,420.0,GENERAL,scripts/zones/Upper_Jeuno/npcs/Champalpieu.lua,1,1,1,0,0
5068,SCROLL_OF_LIGHT_THRENODY,1,1,1,0,1,1,1,1,108.0,132.0,NATION,scripts/zones/Southern_San_dOria/npcs/Lusiane.lua,1,1,1,0,0
5069,SCROLL_OF_DARK_THRENODY,1,1,1,0,1,1,1,1,195.0,238.0,NATION,scripts/zones/Bastok_Markets/npcs/Mjoll.lua,1,1,1,0,0
5072,SCROLL_OF_GODDESSS_HYMNUS,1,1,1,0,1,1,0,1,93600.0,114400.0,GENERAL_FAME,scripts/globals/shop.lua,1,1,1,0,0
5073,SCROLL_OF_CHOCOBO_MAZURKA,1,5,1,0,5,5,3,1,49680.0,60720.0,GENERAL|GENERAL_FAME|NATION,scripts/zones/Bastok_Mines/npcs/Neigepance.lua|scripts/zones/Kazham/npcs/Mamerie.lua|scripts/zones/Rabao/npcs/Generoit.lua|scripts/zones/Southern_San_dOria/npcs/Ferdoulemiont.lua|scripts/zones/Windurst_Woods/npcs/Quesse.lua,1,1,1,0,0
5076,SCROLL_OF_FOE_SIRVENTE,1,1,1,0,1,1,1,1,89437.0,109312.0,NATION,scripts/zones/Bastok_Markets/npcs/Harmodios.lua,1,1,1,0,0
5077,SCROLL_OF_ADVENTURERS_DIRGE,1,1,1,0,1,1,1,1,89437.0,109312.0,NATION,scripts/zones/Bastok_Markets/npcs/Harmodios.lua,1,1,1,0,0
5078,SCROLL_OF_SENTINELS_SCHERZO,1,1,1,0,1,1,0,1,60000.0,60000.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Yoskolo.lua,1,1,1,0,0
5079,SCROLL_OF_FOE_LULLABY_II,1,1,1,0,1,1,0,1,63126.0,77154.0,GENERAL_FAME,scripts/zones/Kazham/npcs/Toji_Mumosulah.lua,1,1,1,0,0
5082,SCROLL_OF_CURA_II,1,1,1,0,1,1,0,1,86467.0,105682.0,GENERAL_FAME,scripts/zones/Rabao/npcs/Brave_Ox.lua,1,1,1,0,0
5085,SCROLL_OF_REGEN_IV,1,1,1,0,1,1,0,1,50400.0,50400.0,GENERAL,scripts/zones/Port_Jeuno/npcs/Gekko.lua,1,1,1,0,0
5087,SCROLL_OF_GAIN_STR,1,1,1,0,1,1,0,1,89804.0,89804.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5088,SCROLL_OF_GAIN_DEX,1,1,1,0,1,1,0,1,99613.0,99613.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5089,SCROLL_OF_GAIN_VIT,1,2,1,0,2,2,0,1,73740.0,73740.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5090,SCROLL_OF_GAIN_AGI,1,2,1,0,2,2,0,1,85680.0,85680.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5091,SCROLL_OF_GAIN_INT,1,1,1,0,1,1,0,1,94461.0,94461.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5092,SCROLL_OF_GAIN_MND,1,2,1,0,2,2,0,1,77500.0,77500.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5093,SCROLL_OF_GAIN_CHR,1,2,1,0,2,2,0,1,81900.0,81900.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5094,SCROLL_OF_BOOST_STR,1,1,1,0,1,1,0,1,89804.0,89804.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5095,SCROLL_OF_BOOST_DEX,1,1,1,0,1,1,0,1,99613.0,99613.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5096,SCROLL_OF_BOOST_VIT,1,2,1,0,2,2,0,1,73740.0,73740.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5097,SCROLL_OF_BOOST_AGI,1,2,1,0,2,2,0,1,85680.0,85680.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5098,SCROLL_OF_BOOST_INT,1,1,1,0,1,1,0,1,94461.0,94461.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5099,SCROLL_OF_BOOST_MND,1,2,1,0,2,2,0,1,77500.0,77500.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5100,SCROLL_OF_BOOST_CHR,1,2,1,0,2,2,0,1,81900.0,81900.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5103,SCROLL_OF_CRUSADE,1,1,1,0,1,1,0,1,140332.0,171517.0,GENERAL_FAME,scripts/zones/Rabao/npcs/Brave_Ox.lua,1,1,1,0,0
5104,SCROLL_OF_FLURRY,1,1,1,0,1,1,0,1,33000.0,33000.0,GENERAL,scripts/zones/Selbina/npcs/Falgima.lua,1,1,1,0,0
5106,SCROLL_OF_INUNDATION,1,2,1,0,2,2,0,1,73500.0,73500.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Creepstix.lua|scripts/zones/Lower_Jeuno/npcs/Hasim.lua,1,1,1,0,0
5144,SERVING_OF_CRIMSON_JELLY,1,1,1,0,1,1,1,1,7000.0,7000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5148,PLATE_OF_SQUID_SUSHI,1,1,1,0,1,1,1,1,6000.0,6000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5149,PLATE_OF_SOLE_SUSHI,1,1,1,0,1,1,1,1,7000.0,7000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5164,JAR_OF_GROUND_WASABI,1,2,1,0,2,2,1,1,2595.0,2595.0,GENERAL|GLOBAL_SHOP_STOCK,scripts/globals/shop.lua|scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,1,1,1,0,0
5165,BOTTLE_OF_MOVALPOLOS_WATER,1,2,1,0,1,1,0,1,800.0,800.0,GENERAL,scripts/globals/shop.lua|scripts/zones/Oldton_Movalpolos/npcs/Bartabaq.lua,1,1,1,0,0
5166,COEURL_SUB,1,1,1,0,1,1,1,1,1500.0,1500.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5174,TAVNAZIAN_TACO,1,1,1,0,1,1,1,1,4000.0,4000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5176,PLATE_OF_BREAM_SUSHI,1,1,1,0,1,1,1,1,5000.0,5000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5178,PLATE_OF_DORADO_SUSHI,1,1,1,0,1,1,1,1,4000.0,4000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5187,ELSHIMO_COCONUT,1,1,1,0,1,1,0,1,154.0,189.0,GENERAL_FAME,scripts/zones/Kazham/npcs/Ghemi_Sinterilo.lua,1,1,1,0,0
5195,SPRIG_OF_MISAREAUX_PARSLEY,1,1,0,1,0,0,0,0,,,,scripts/globals/shop.lua,0,0,0,0,0
5234,SPRIG_OF_CIBOL,1,1,1,0,1,1,1,1,198.0,242.0,NATION,scripts/zones/Southern_San_dOria/npcs/Benaige.lua,1,1,1,0,0
5237,BUNDLE_OF_SHIRATAKI,1,1,1,0,1,1,0,1,492.0,492.0,GENERAL,scripts/zones/Lower_Jeuno/npcs/Amalasanda.lua,1,1,1,0,0
5299,DISH_OF_SALSA,1,1,1,0,1,1,0,1,133.0,162.0,GENERAL_FAME,scripts/zones/Mhaura/npcs/Pikini-Mikini.lua,1,1,1,0,0
5308,TOOLBAG_UCHITAKE,1,1,1,0,1,1,1,1,3000.0,3000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5309,TOOLBAG_TSURARA,1,1,1,0,1,1,1,1,3000.0,3000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5310,TOOLBAG_KAWAHORI_OGI,1,1,1,0,1,1,1,1,3000.0,3000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5311,TOOLBAG_MAKIBISHI,1,1,1,0,1,1,1,1,3000.0,3000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5312,TOOLBAG_HIRAISHIN,1,1,1,0,1,1,1,1,3000.0,3000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5313,TOOLBAG_MIZU_DEPPO,1,1,1,0,1,1,1,1,3000.0,3000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5314,TOOLBAG_SHIHEI,1,1,1,0,1,1,1,1,5000.0,5000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5315,TOOLBAG_JUSATSU,1,1,1,0,1,1,1,1,5000.0,5000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5316,TOOLBAG_KAGINAWA,1,1,1,0,1,1,1,1,5000.0,5000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5317,TOOLBAG_SAIRUI_RAN,1,1,1,0,1,1,1,1,5000.0,5000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5318,TOOLBAG_KODOKU,1,1,1,0,1,1,1,1,5000.0,5000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5319,TOOLBAG_SHINOBI_TABI,1,1,1,0,1,1,1,1,3000.0,3000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5332,KABURA_QUIVER,1,1,1,0,1,1,1,1,8800.0,8800.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5333,SLEEP_QUIVER,1,1,1,0,1,1,1,1,3150.0,3150.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5334,BLIND_BOLT_QUIVER,1,1,1,0,1,1,1,1,800.0,800.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5335,ACID_BOLT_QUIVER,1,1,1,0,1,1,1,1,1250.0,1250.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5336,HOLY_BOLT_QUIVER,1,1,1,0,1,1,1,1,2400.0,2400.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5337,SLEEP_BOLT_QUIVER,1,1,1,0,1,1,1,1,1500.0,1500.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5338,VENOM_BOLT_QUIVER,1,1,1,0,1,1,1,1,2100.0,2100.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5339,BLOODY_BOLT_QUIVER,1,1,1,0,1,1,1,1,2100.0,2100.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5340,SILVER_BULLET_POUCH,1,1,1,0,1,1,1,1,4800.0,4800.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5341,SPARTAN_BULLET_POUCH,1,1,1,0,1,1,1,1,2400.0,2400.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5342,CORSAIR_BULLET_POUCH,1,1,1,0,1,1,1,1,7100.0,7100.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5353,IRON_BULLET_POUCH,1,1,1,0,1,1,1,1,4800.0,4800.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5359,BRONZE_BULLET_POUCH,1,1,1,0,1,1,1,1,400.0,400.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5360,MUTEPPO,1,1,1,0,1,1,0,1,100.0,100.0,GENERAL,scripts/zones/Port_Jeuno/npcs/Pyropox.lua,1,1,1,0,0
5361,DATECHOCHIN,1,1,1,0,1,1,0,1,100.0,100.0,GENERAL,scripts/zones/Port_Jeuno/npcs/Pyropox.lua,1,1,1,0,0
5363,BULLET_POUCH,1,1,1,0,1,1,1,1,1920.0,1920.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5416,STEEL_BULLET_POUCH,1,1,1,0,1,1,1,1,7600.0,7600.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5417,TOOLBAG_SANJAKU_TENUGUI,1,1,1,0,1,1,1,1,3000.0,3000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5424,SERENE_SERINETTE,1,1,1,0,1,1,0,1,6000.0,6000.0,GENERAL,scripts/globals/shop.lua,1,1,1,0,0
5425,JOYOUS_SERINETTE,1,1,1,0,1,1,0,1,6000.0,6000.0,GENERAL,scripts/globals/shop.lua,1,1,1,0,0
5428,SCROLL_OF_INSTANT_RETRACE,1,1,1,0,1,1,1,1,500.0,500.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5441,ANGELWING,1,1,1,0,1,1,0,1,300.0,300.0,GENERAL,scripts/zones/Port_Jeuno/npcs/Kindlix.lua,1,1,1,0,0
5477,WARRIOR_DIE,1,1,1,0,1,1,0,1,68000.0,68000.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua,1,1,1,0,0
5478,MONK_DIE,1,1,1,0,1,1,0,1,22400.0,22400.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua,1,1,1,0,0
5479,WHITE_MAGE_DIE,1,1,1,0,1,1,0,1,5000.0,5000.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua,1,1,1,0,0
5480,BLACK_MAGE_DIE,1,1,1,0,1,1,0,1,108000.0,108000.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua,1,1,1,0,0
5481,RED_MAGE_DIE,1,1,1,0,1,1,0,1,62000.0,62000.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua,1,1,1,0,0
5482,THIEF_DIE,1,1,1,0,1,1,0,1,50400.0,50400.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua,1,1,1,0,0
5483,PALADIN_DIE,1,1,1,0,1,1,0,1,90750.0,90750.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua,1,1,1,0,0
5484,DARK_KNIGHT_DIE,1,1,1,0,1,1,0,1,2205.0,2205.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua,1,1,1,0,0
5485,BEASTMASTER_DIE,1,1,1,0,1,1,0,1,26600.0,26600.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua,1,1,1,0,0
5486,BARD_DIE,1,1,1,0,1,1,0,1,12780.0,12780.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua,1,1,1,0,0
5487,RANGER_DIE,1,1,1,0,1,1,0,1,1300.0,1300.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua,1,1,1,0,0
5488,SAMURAI_DIE,1,1,1,0,1,1,0,1,35200.0,35200.0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua,1,1,1,0,0
5489,NINJA_DIE,1,1,1,0,1,1,0,1,600.0,600.0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua,1,1,1,0,0
5490,DRAGOON_DIE,1,1,1,0,1,1,0,1,9216.0,9216.0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua,1,1,1,0,0
5491,SUMMONER_DIE,1,1,1,0,1,1,0,1,40000.0,40000.0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua,1,1,1,0,0
5492,BLUE_MAGE_DIE,1,1,1,0,1,1,0,1,3525.0,3525.0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua,1,1,1,0,0
5493,CORSAIR_DIE,1,1,1,0,1,1,0,1,316.0,316.0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua,1,1,1,0,0
5494,PUPPETMASTER_DIE,1,1,1,0,1,1,0,1,82500.0,82500.0,GENERAL,scripts/zones/Nashmau/npcs/Jajaroon.lua,1,1,1,0,0
5495,DANCER_DIE,1,1,1,0,1,1,0,1,63375.0,63375.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua,1,1,1,0,0
5496,SCHOLAR_DIE,1,1,1,0,1,1,0,1,68250.0,68250.0,GENERAL,scripts/zones/Al_Zahbi/npcs/Chayaya.lua,1,1,1,0,0
5497,BOLTERS_DIE,1,1,1,0,1,1,0,1,99224.0,99224.0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua,1,1,1,0,0
5498,CASTERS_DIE,1,1,1,0,1,1,0,1,85500.0,85500.0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua,1,1,1,0,0
5499,COURSERS_DIE,1,1,1,0,1,1,0,1,97350.0,97350.0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua,1,1,1,0,0
5500,BLITZERS_DIE,1,1,1,0,1,1,0,1,100650.0,100650.0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua,1,1,1,0,0
5501,TACTICIANS_DIE,1,1,1,0,1,1,0,1,109440.0,109440.0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua,1,1,1,0,0
5502,ALLIES_DIE,1,1,1,0,1,1,0,1,116568.0,116568.0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua,1,1,1,0,0
5503,MISERS_DIE,1,1,1,0,1,1,0,1,96250.0,96250.0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua,1,1,1,0,0
5504,COMPANIONS_DIE,1,1,1,0,1,1,0,1,95800.0,95800.0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua,1,1,1,0,0
5505,AVENGERS_DIE,1,1,1,0,1,1,0,1,123744.0,123744.0,GENERAL,scripts/zones/Nashmau/npcs/Chichiroon.lua,1,1,1,0,0
5532,ICHININTOUSEN_KOMA,1,1,1,0,1,1,0,1,250.0,250.0,GENERAL,scripts/zones/Port_Jeuno/npcs/Pyropox.lua,1,1,1,0,0
5541,BUNCH_OF_ROYAL_GRAPES,1,1,1,0,1,1,1,1,1260.0,1540.0,NATION,scripts/zones/Southern_San_dOria/npcs/Shilah.lua,1,1,1,0,0
5547,BEEF_STEWPOT,1,1,1,0,1,1,1,1,15000.0,15000.0,GLOBAL_SHOP_STOCK,scripts/globals/shop.lua,1,1,1,0,0
5570,CUP_OF_CHAI,1,1,1,0,1,1,0,1,68.0,68.0,GENERAL,scripts/zones/Aht_Urhgan_Whitegate/npcs/Fayeewah.lua,1,1,1,0,0
5572,IRMIK_HELVASI,1,1,1,0,1,1,0,1,2075.0,2075.0,GENERAL,scripts/zones/Aht_Urhgan_Whitegate/npcs/Fayeewah.lua,1,1,1,0,0
5577,BOWL_OF_SUTLAC,1,1,1,0,1,1,0,1,1500.0,1500.0,GENERAL,scripts/zones/Aht_Urhgan_Whitegate/npcs/Yafaaf.lua,1,1,1,0,0
5592,CUP_OF_IMPERIAL_COFFEE,1,1,1,0,1,1,0,1,450.0,450.0,GENERAL,scripts/zones/Aht_Urhgan_Whitegate/npcs/Yafaaf.lua,1,1,1,0,0
